0.63023-0.45704i	0.63085-0.45237i	0.63148-0.44771i	0.6321-0.44304i	0.63273-0.43838i	0.63335-0.43371i	0.63383-0.42893i	0.63414-0.42404i	0.63446-0.41915i	0.63477-0.41425i	0.63508-0.40936i	0.6354-0.40446i	0.63544-0.39938i	0.63544-0.39427i
0.011615-0.03169i	0.0023951-0.040992i	-0.0068253-0.050294i	-0.016046-0.059595i	-0.025266-0.068897i	-0.034486-0.078199i	-0.043744-0.087514i	-0.053043-0.096845i	-0.062341-0.10618i	-0.07164-0.11551i	-0.080938-0.12484i	-0.090236-0.13417i	-0.099583-0.1435i	-0.10894-0.15283i
-0.040984+0.0079417i	-0.050054-0.0012693i	-0.059125-0.01048i	-0.068196-0.019691i	-0.077266-0.028902i	-0.086337-0.038113i	-0.095437-0.047338i	-0.10457-0.056576i	-0.1137-0.065815i	-0.12283-0.075053i	-0.13196-0.084292i	-0.14109-0.09353i	-0.15025-0.10277i	-0.15942-0.11201i
-0.088296+0.057632i	-0.097206+0.048457i	-0.10612+0.039281i	-0.11503+0.030105i	-0.12394+0.02093i	-0.13285+0.011754i	-0.14178+0.0025644i	-0.15073-0.0066405i	-0.15968-0.015845i	-0.16863-0.02505i	-0.17758-0.034255i	-0.18653-0.04346i	-0.1955-0.052667i	-0.20447-0.061875i
-0.12774+0.11558i	-0.13649+0.10639i	-0.14524+0.097195i	-0.15399+0.088i	-0.16274+0.078806i	-0.17149+0.069611i	-0.18025+0.0604i	-0.18902+0.051171i	-0.19779+0.041941i	-0.20656+0.032712i	-0.21533+0.023483i	-0.22411+0.014253i	-0.23288+0.0050175i	-0.24165-0.0042194i
-0.1576+0.17932i	-0.1662+0.17005i	-0.1748+0.16079i	-0.18341+0.15152i	-0.19201+0.14225i	-0.20061+0.13299i	-0.20921+0.1237i	-0.21781+0.11439i	-0.22642+0.10508i	-0.23502+0.095768i	-0.24362+0.086458i	-0.25223+0.077147i	-0.26081+0.067823i	-0.2694+0.058496i
-0.1772+0.24612i	-0.18567+0.23673i	-0.19415+0.22734i	-0.20263+0.21795i	-0.2111+0.20857i	-0.21958+0.19918i	-0.22805+0.18976i	-0.23651+0.18032i	-0.24497+0.17087i	-0.25343+0.16143i	-0.26189+0.15198i	-0.27035+0.14254i	-0.27878+0.13307i	-0.2872+0.12359i
-0.18679+0.31348i	-0.19518+0.30392i	-0.20357+0.29437i	-0.21196+0.28481i	-0.22035+0.27525i	-0.22874+0.2657i	-0.23711+0.25611i	-0.24547+0.24648i	-0.25383+0.23685i	-0.26219+0.22722i	-0.27054+0.21759i	-0.2789+0.20797i	-0.28721+0.1983i	-0.29551+0.18863i
-0.18734+0.37943i	-0.19569+0.36967i	-0.20405+0.35991i	-0.21241+0.35015i	-0.22076+0.34039i	-0.22912+0.33063i	-0.23745+0.32083i	-0.24576+0.31098i	-0.25407+0.30113i	-0.26238+0.29128i	-0.27069+0.28143i	-0.279+0.27158i	-0.28725+0.26168i	-0.29549+0.25177i
-0.18014+0.44271i	-0.18853+0.43273i	-0.19691+0.42274i	-0.2053+0.41276i	-0.21369+0.40278i	-0.22208+0.3928i	-0.23044+0.38276i	-0.23877+0.37267i	-0.2471+0.36258i	-0.25542+0.35248i	-0.26375+0.34239i	-0.27208+0.3323i	-0.28034+0.32214i	-0.28859+0.31196i
-0.16644+0.50275i	-0.17493+0.49255i	-0.18342+0.48234i	-0.19192+0.47214i	-0.20041+0.46193i	-0.2089+0.45172i	-0.21736+0.44145i	-0.22579+0.43112i	-0.23422+0.42078i	-0.24265+0.41044i	-0.25108+0.4001i	-0.2595+0.38977i	-0.26785+0.37934i	-0.27619+0.3689i
-0.14714+0.55946i	-0.15582+0.54906i	-0.16449+0.53865i	-0.17317+0.52824i	-0.18185+0.51784i	-0.19052+0.50743i	-0.19917+0.49695i	-0.20777+0.4864i	-0.21638+0.47584i	-0.22499+0.46528i	-0.23359+0.45472i	-0.2422+0.44416i	-0.25072+0.4335i	-0.25924+0.42281i
-0.12269+0.6129i	-0.13162+0.60234i	-0.14056+0.59179i	-0.14949+0.58123i	-0.15842+0.57068i	-0.16735+0.56013i	-0.17625+0.54949i	-0.18511+0.53876i	-0.19398+0.52803i	-0.20284+0.5173i	-0.2117+0.50657i	-0.22056+0.49584i	-0.22934+0.48498i	-0.2381+0.47411i
-0.093123+0.66297i	-0.10237+0.65235i	-0.11162+0.64172i	-0.12086+0.63109i	-0.13011+0.62046i	-0.13936+0.60984i	-0.14857+0.59911i	-0.15775+0.58829i	-0.16693+0.57746i	-0.1761+0.56663i	-0.18528+0.55581i	-0.19446+0.54498i	-0.20355+0.53401i	-0.21263+0.52302i
-0.058268+0.70923i	-0.067866+0.69862i	-0.077464+0.68802i	-0.087062+0.67741i	-0.09666+0.66681i	-0.10626+0.6562i	-0.11582+0.64549i	-0.12536+0.63466i	-0.13489+0.62384i	-0.14442+0.61301i	-0.15396+0.60218i	-0.16349+0.59136i	-0.17294+0.58037i	-0.18238+0.56935i
-0.018064+0.75075i	-0.028021+0.74028i	-0.037978+0.7298i	-0.047934+0.71932i	-0.057891+0.70884i	-0.067848+0.69837i	-0.077777+0.68777i	-0.087676+0.67706i	-0.097576+0.66634i	-0.10748+0.65562i	-0.11738+0.6449i	-0.12728+0.63419i	-0.1371+0.62329i	-0.14691+0.61236i
0.027147+0.78629i	0.016855+0.77605i	0.0065627+0.76581i	-0.0037295+0.75557i	-0.014022+0.74534i	-0.024314+0.7351i	-0.034584+0.72473i	-0.04483+0.71424i	-0.055076+0.70374i	-0.065321+0.69324i	-0.075567+0.68275i	-0.085813+0.67225i	-0.095992+0.66155i	-0.10616+0.65083i
0.076424+0.81451i	0.06585+0.80462i	0.055276+0.79472i	0.044702+0.78482i	0.034128+0.77493i	0.023554+0.76503i	0.012996+0.755i	0.0024555+0.74483i	-0.0080852+0.73466i	-0.018626+0.72448i	-0.029167+0.71431i	-0.039707+0.70414i	-0.050192+0.69375i	-0.060668+0.68333i
0.12819+0.83436i	0.11741+0.8249i	0.10664+0.81543i	0.095863+0.80596i	0.085087+0.79649i	0.074312+0.78702i	0.063545+0.77741i	0.052788+0.76765i	0.04203+0.7579i	0.031273+0.74814i	0.020516+0.73838i	0.0097581+0.72863i	-0.00095541+0.71864i	-0.011663+0.70862i
0.18039+0.84538i	0.16951+0.8364i	0.15863+0.82742i	0.14776+0.81845i	0.13688+0.80947i	0.126+0.80049i	0.11513+0.79137i	0.10425+0.7821i	0.093375+0.77282i	0.082499+0.76355i	0.071623+0.75427i	0.060748+0.745i	0.049902+0.73548i	0.03906+0.72593i
0.2308+0.84791i	0.21993+0.83946i	0.20906+0.83102i	0.1982+0.82257i	0.18733+0.81412i	0.17646+0.80568i	0.16559+0.79708i	0.15471+0.78833i	0.14382+0.77958i	0.13294+0.77083i	0.12206+0.76207i	0.11117+0.75332i	0.1003+0.74432i	0.089438+0.73528i
0.27744+0.84317i	0.2667+0.83526i	0.25595+0.82736i	0.24521+0.81946i	0.23447+0.81155i	0.22373+0.80365i	0.21297+0.79559i	0.2022+0.78738i	0.19142+0.77917i	0.18065+0.77095i	0.16987+0.76274i	0.1591+0.75452i	0.14832+0.74605i	0.13754+0.73754i
0.31894+0.83306i	0.30844+0.82568i	0.29794+0.81831i	0.28744+0.81094i	0.27693+0.80357i	0.26643+0.79619i	0.25591+0.78867i	0.24535+0.78098i	0.2348+0.7733i	0.22424+0.76561i	0.21369+0.75793i	0.20314+0.75024i	0.19257+0.7423i	0.18199+0.73431i
0.35485+0.81984i	0.34469+0.81297i	0.33453+0.80609i	0.32438+0.79922i	0.31422+0.79234i	0.30406+0.78547i	0.29387+0.77844i	0.28365+0.77126i	0.27342+0.76407i	0.26319+0.75688i	0.25297+0.7497i	0.24274+0.74251i	0.23248+0.73506i	0.22222+0.72758i
0.38567+0.80571i	0.37595+0.79928i	0.36623+0.79285i	0.35652+0.78643i	0.3468+0.78i	0.33708+0.77357i	0.32733+0.76699i	0.31753+0.76026i	0.30773+0.75353i	0.29793+0.74679i	0.28813+0.74006i	0.27833+0.73332i	0.26848+0.72633i	0.25862+0.7193i
0.41276+0.79231i	0.40357+0.78627i	0.39438+0.78022i	0.38518+0.77418i	0.37599+0.76814i	0.3668+0.7621i	0.35757+0.75591i	0.34828+0.74956i	0.33899+0.74322i	0.3297+0.73688i	0.32042+0.73053i	0.31113+0.72419i	0.30178+0.71759i	0.29242+0.71095i
0.438+0.78047i	0.42941+0.77474i	0.42082+0.76901i	0.41223+0.76327i	0.40364+0.75754i	0.39505+0.75181i	0.38641+0.74593i	0.37771+0.73991i	0.36901+0.73388i	0.36031+0.72785i	0.35161+0.72182i	0.34291+0.7158i	0.33414+0.70952i	0.32535+0.70321i
0.46337+0.77003i	0.45544+0.76452i	0.44752+0.75901i	0.43959+0.7535i	0.43166+0.748i	0.42374+0.74249i	0.41576+0.73684i	0.40771+0.73104i	0.39966+0.72525i	0.39162+0.71945i	0.38357+0.71366i	0.37553+0.70786i	0.3674+0.70182i	0.35925+0.69575i
0.49044+0.75991i	0.48323+0.75453i	0.47602+0.74915i	0.46881+0.74377i	0.4616+0.73839i	0.45439+0.73301i	0.44712+0.72749i	0.43978+0.72183i	0.43244+0.71617i	0.4251+0.71051i	0.41777+0.70485i	0.41043+0.69919i	0.40299+0.69329i	0.39554+0.68736i
0.52009+0.74843i	0.51363+0.74307i	0.50717+0.73771i	0.50071+0.73235i	0.49425+0.72699i	0.4878+0.72162i	0.48127+0.71613i	0.47468+0.7105i	0.46808+0.70487i	0.46149+0.69924i	0.45489+0.6936i	0.4483+0.68797i	0.44159+0.68211i	0.43488+0.67622i
0.55223+0.73369i	0.54654+0.72823i	0.54085+0.72277i	0.53516+0.71731i	0.52947+0.71185i	0.52378+0.70639i	0.51802+0.70081i	0.51219+0.69509i	0.50636+0.68937i	0.50052+0.68365i	0.49469+0.67793i	0.48886+0.67221i	0.48291+0.66626i	0.47694+0.66029i
0.58589+0.71403i	0.58097+0.70835i	0.57604+0.70267i	0.57112+0.69699i	0.56619+0.69131i	0.56127+0.68563i	0.55627+0.67983i	0.55119+0.6739i	0.54612+0.66797i	0.54104+0.66203i	0.53597+0.6561i	0.53089+0.65017i	0.52569+0.64402i	0.52048+0.63785i
0.61945+0.68842i	0.61525+0.68239i	0.61106+0.67637i	0.60687+0.67034i	0.60268+0.66432i	0.59848+0.6583i	0.59421+0.65215i	0.58987+0.64589i	0.58552+0.63962i	0.58117+0.63335i	0.57682+0.62708i	0.57247+0.62082i	0.56799+0.61434i	0.5635+0.60784i
0.65096+0.65664i	0.64745+0.65016i	0.64393+0.64367i	0.64041+0.63718i	0.63689+0.6307i	0.63337+0.62421i	0.62977+0.61761i	0.62609+0.61089i	0.62241+0.60417i	0.61873+0.59745i	0.61505+0.59073i	0.61137+0.58401i	0.60756+0.57709i	0.60372+0.57015i
0.67864+0.61934i	0.67571+0.61229i	0.67278+0.60523i	0.66985+0.59818i	0.66692+0.59113i	0.66399+0.58407i	0.66098+0.57691i	0.65788+0.56964i	0.65479+0.56236i	0.65169+0.55509i	0.6486+0.54781i	0.6455+0.54054i	0.64227+0.53308i	0.63901+0.5256i
0.70116+0.57778i	0.69871+0.57008i	0.69626+0.56238i	0.69381+0.55468i	0.69136+0.54698i	0.68891+0.53928i	0.68638+0.53148i	0.68376+0.52357i	0.68115+0.51566i	0.67853+0.50775i	0.67591+0.49984i	0.6733+0.49193i	0.67053+0.48385i	0.66775+0.47574i
0.7179+0.53358i	0.71581+0.52518i	0.71372+0.51678i	0.71162+0.50838i	0.70953+0.49998i	0.70744+0.49158i	0.70527+0.48309i	0.70301+0.47449i	0.70075+0.46589i	0.69849+0.45729i	0.69623+0.44869i	0.69397+0.4401i	0.69156+0.43134i	0.68913+0.42256i
0.72895+0.48829i	0.72709+0.47917i	0.72523+0.47005i	0.72336+0.46093i	0.7215+0.45181i	0.71964+0.44268i	0.71769+0.43347i	0.71566+0.42417i	0.71364+0.41486i	0.71161+0.40555i	0.70958+0.39624i	0.70755+0.38694i	0.70537+0.37749i	0.70317+0.36801i
0.73496+0.44308i	0.7332+0.43325i	0.73144+0.42342i	0.72969+0.41358i	0.72793+0.40375i	0.72617+0.39392i	0.72433+0.38401i	0.72241+0.374i	0.72048+0.36399i	0.71856+0.35399i	0.71664+0.34398i	0.71471+0.33397i	0.71264+0.32384i	0.71055+0.31368i
0.73683+0.39858i	0.73506+0.38807i	0.7333+0.37757i	0.73153+0.36706i	0.72976+0.35656i	0.728+0.34606i	0.72615+0.33547i	0.72422+0.3248i	0.72229+0.31413i	0.72036+0.30347i	0.71844+0.2928i	0.71651+0.28213i	0.71443+0.27134i	0.71234+0.26053i
0.73538+0.35485i	0.73351+0.34373i	0.73164+0.33261i	0.72977+0.32149i	0.72791+0.31037i	0.72604+0.29925i	0.72409+0.28806i	0.72206+0.27678i	0.72003+0.26551i	0.71801+0.25424i	0.71598+0.24296i	0.71395+0.23169i	0.71178+0.22031i	0.70959+0.20891i
0.73108+0.31155i	0.72904+0.29989i	0.72699+0.28823i	0.72495+0.27656i	0.7229+0.2649i	0.72086+0.25324i	0.71874+0.24151i	0.71654+0.2297i	0.71434+0.2179i	0.71215+0.20609i	0.70995+0.19428i	0.70775+0.18248i	0.70541+0.17057i	0.70306+0.15866i
0.72389+0.26826i	0.72162+0.25613i	0.71935+0.244i	0.71708+0.23188i	0.71481+0.21975i	0.71254+0.20762i	0.71019+0.19543i	0.70777+0.18317i	0.70536+0.17091i	0.70294+0.15865i	0.70052+0.14639i	0.6981+0.13413i	0.69555+0.12178i	0.69298+0.10941i
0.71328+0.22476i	0.71075+0.21225i	0.70822+0.19973i	0.7057+0.18722i	0.70317+0.17471i	0.70065+0.16219i	0.69805+0.14962i	0.69538+0.13698i	0.69271+0.12434i	0.69004+0.1117i	0.68737+0.099062i	0.68471+0.086422i	0.68191+0.073703i	0.6791+0.060974i
0.69848+0.18134i	0.69568+0.16851i	0.69288+0.15569i	0.69009+0.14286i	0.68729+0.13003i	0.68449+0.11721i	0.68163+0.10432i	0.6787+0.091379i	0.67576+0.078435i	0.67283+0.06549i	0.66989+0.052545i	0.66696+0.0396i	0.66391+0.026584i	0.66084+0.013558i
0.67876+0.13887i	0.67569+0.1258i	0.67262+0.11273i	0.66955+0.09966i	0.66648+0.086588i	0.66341+0.073516i	0.66028+0.060391i	0.65708+0.047207i	0.65388+0.034023i	0.65068+0.02084i	0.64748+0.0076563i	0.64428-0.0055273i	0.64096-0.018775i	0.63763-0.032031i
0.65383+0.09878i	0.65049+0.085524i	0.64715+0.072268i	0.64381+0.059012i	0.64048+0.045756i	0.63714+0.0325i	0.63374+0.019193i	0.63028+0.0058312i	0.62682-0.0075304i	0.62335-0.020892i	0.61989-0.034253i	0.61643-0.047615i	0.61286-0.061034i	0.60928-0.074461i
0.62405+0.062739i	0.62046+0.049355i	0.61686+0.035971i	0.61327+0.022588i	0.60967+0.009204i	0.60608-0.0041797i	0.60243-0.017612i	0.59872-0.031095i	0.59501-0.044579i	0.5913-0.058062i	0.58758-0.071546i	0.58387-0.085029i	0.58006-0.098565i	0.57624-0.11211i
0.59062+0.032335i	0.58679+0.018877i	0.58296+0.005419i	0.57912-0.0080389i	0.57529-0.021497i	0.57146-0.034954i	0.56757-0.048458i	0.56363-0.062011i	0.55969-0.075564i	0.55574-0.089116i	0.5518-0.10267i	0.54786-0.11622i	0.54382-0.12982i	0.53978-0.14343i
0.55545+0.0086445i	0.5514-0.0048365i	0.54735-0.018318i	0.54331-0.031798i	0.53926-0.045279i	0.53521-0.05876i	0.53112-0.072285i	0.52697-0.085857i	0.52282-0.099429i	0.51867-0.113i	0.51452-0.12657i	0.51037-0.14014i	0.50614-0.15376i	0.50189-0.16738i
0.52088-0.0080906i	0.51665-0.021548i	0.51243-0.035005i	0.5082-0.048461i	0.50397-0.061918i	0.49975-0.075375i	0.49548-0.088875i	0.49115-0.10242i	0.48683-0.11596i	0.48251-0.12951i	0.47819-0.14305i	0.47387-0.1566i	0.46947-0.17018i	0.46506-0.18377i
0.4893-0.018632i	0.48494-0.032024i	0.48058-0.045416i	0.47622-0.058808i	0.47186-0.072201i	0.4675-0.085593i	0.46309-0.099026i	0.45864-0.1125i	0.45419-0.12598i	0.44974-0.13946i	0.44529-0.15293i	0.44084-0.16641i	0.43632-0.17993i	0.43179-0.19345i
0.46267-0.024695i	0.45823-0.037992i	0.45379-0.051289i	0.44934-0.064585i	0.4449-0.077882i	0.44046-0.091178i	0.43597-0.10452i	0.43145-0.1179i	0.42692-0.13127i	0.42239-0.14465i	0.41787-0.15803i	0.41334-0.17141i	0.40875-0.18483i	0.40415-0.19825i
0.4421-0.028687i	0.43764-0.041872i	0.43317-0.055056i	0.42871-0.068241i	0.42425-0.081426i	0.41978-0.094611i	0.41528-0.10783i	0.41074-0.1211i	0.4062-0.13437i	0.40165-0.14763i	0.39711-0.1609i	0.39257-0.17417i	0.38796-0.18747i	0.38335-0.20077i
0.42764-0.033286i	0.42322-0.04636i	0.4188-0.059433i	0.41438-0.072507i	0.40996-0.085581i	0.40554-0.098654i	0.40109-0.11177i	0.39659-0.12492i	0.39209-0.13807i	0.3876-0.15123i	0.3831-0.16438i	0.37861-0.17753i	0.37405-0.19072i	0.36949-0.20391i
0.41827-0.040958i	0.41395-0.05394i	0.40964-0.066922i	0.40532-0.079903i	0.401-0.092885i	0.39669-0.10587i	0.39234-0.11889i	0.38795-0.13194i	0.38356-0.145i	0.37917-0.15806i	0.37478-0.17112i	0.37039-0.18418i	0.36594-0.19727i	0.36148-0.21037i
0.41206-0.053516i	0.4079-0.066442i	0.40374-0.079367i	0.39958-0.092293i	0.39541-0.10522i	0.39125-0.11814i	0.38706-0.1311i	0.38282-0.1441i	0.37859-0.1571i	0.37436-0.1701i	0.37012-0.1831i	0.36589-0.1961i	0.3616-0.20913i	0.3573-0.22216i
0.40658-0.07182i	0.40261-0.084738i	0.39864-0.097656i	0.39467-0.11057i	0.39071-0.12349i	0.38674-0.13641i	0.38273-0.14936i	0.37869-0.16235i	0.37465-0.17533i	0.37061-0.18832i	0.36657-0.20131i	0.36253-0.21429i	0.35843-0.22731i	0.35432-0.24032i
0.39936-0.095687i	0.3956-0.10865i	0.39184-0.12162i	0.38809-0.13458i	0.38433-0.14755i	0.38057-0.16052i	0.37678-0.17351i	0.37295-0.18654i	0.36912-0.19957i	0.36529-0.21259i	0.36145-0.22562i	0.35762-0.23865i	0.35374-0.2517i	0.34985-0.26475i
0.38831-0.12401i	0.38476-0.13708i	0.38121-0.15015i	0.37766-0.16322i	0.37411-0.17629i	0.37056-0.18936i	0.36698-0.20245i	0.36336-0.21557i	0.35974-0.2287i	0.35612-0.24182i	0.35251-0.25494i	0.34889-0.26806i	0.34521-0.2812i	0.34153-0.29433i
0.37203-0.15508i	0.36867-0.1683i	0.36532-0.18152i	0.36196-0.19474i	0.3586-0.20796i	0.35525-0.22118i	0.35186-0.23442i	0.34844-0.24769i	0.34501-0.26095i	0.34159-0.27422i	0.33817-0.28748i	0.33475-0.30074i	0.33127-0.31401i	0.32779-0.32728i
0.34997-0.18695i	0.34678-0.20036i	0.34359-0.21377i	0.34039-0.22717i	0.3372-0.24058i	0.33401-0.25399i	0.33079-0.26742i	0.32754-0.28086i	0.32428-0.2943i	0.32103-0.30774i	0.31777-0.32118i	0.31452-0.33463i	0.31121-0.34806i	0.3079-0.3615i
0.32234-0.21783i	0.31928-0.23145i	0.31622-0.24507i	0.31315-0.25869i	0.31009-0.27231i	0.30703-0.28594i	0.30394-0.29957i	0.30082-0.31321i	0.2977-0.32685i	0.29458-0.3405i	0.29146-0.35414i	0.28834-0.36779i	0.28518-0.38141i	0.28201-0.39504i
0.28988-0.24639i	0.28691-0.26024i	0.28394-0.27408i	0.28097-0.28793i	0.278-0.30177i	0.27503-0.31562i	0.27204-0.32947i	0.26902-0.34332i	0.26601-0.35718i	0.26299-0.37103i	0.25997-0.38489i	0.25696-0.39874i	0.2539-0.41257i	0.25084-0.4264i
0.25352-0.27186i	0.25061-0.28593i	0.2477-0.3i	0.2448-0.31407i	0.24189-0.32814i	0.23898-0.34221i	0.23606-0.35627i	0.23311-0.37034i	0.23017-0.38441i	0.22722-0.39848i	0.22428-0.41255i	0.22134-0.42662i	0.21836-0.44065i	0.21539-0.45468i
0.21408-0.29396i	0.21121-0.30824i	0.20834-0.32253i	0.20547-0.33682i	0.2026-0.3511i	0.19973-0.36539i	0.19685-0.37967i	0.19396-0.39395i	0.19106-0.40823i	0.18817-0.42251i	0.18527-0.43679i	0.18238-0.45107i	0.17946-0.4653i	0.17655-0.47953i
0.17207-0.31266i	0.16922-0.32716i	0.16637-0.34165i	0.16352-0.35615i	0.16066-0.37065i	0.15781-0.38515i	0.15495-0.39964i	0.15209-0.41412i	0.14923-0.4286i	0.14636-0.44309i	0.1435-0.45757i	0.14064-0.47205i	0.13777-0.48648i	0.1349-0.5009i
0.1276-0.32794i	0.12475-0.34264i	0.1219-0.35735i	0.11905-0.37205i	0.1162-0.38676i	0.11335-0.40146i	0.1105-0.41615i	0.10766-0.43084i	0.10481-0.44552i	0.10196-0.4602i	0.099117-0.47489i	0.096272-0.48957i	0.093435-0.50419i	0.090599-0.51881i
0.08051-0.33947i	0.077648-0.35438i	0.074786-0.36929i	0.071923-0.3842i	0.069061-0.39911i	0.066199-0.41402i	0.063346-0.42892i	0.060504-0.4438i	0.057662-0.45868i	0.05482-0.47357i	0.051977-0.48845i	0.049135-0.50333i	0.046316-0.51816i	0.0435-0.53297i
0.030652-0.3465i	0.02776-0.36162i	0.024867-0.37673i	0.021974-0.39185i	0.019082-0.40696i	0.016189-0.42207i	0.013314-0.43717i	0.010458-0.45226i	0.0076023-0.46735i	0.0047464-0.48243i	0.0018905-0.49752i	-0.00096545-0.5126i	-0.0037834-0.52763i	-0.0065961-0.54264i
-0.021817-0.34783i	-0.024764-0.36314i	-0.02771-0.37846i	-0.030657-0.39378i	-0.033603-0.4091i	-0.03655-0.42441i	-0.03947-0.43972i	-0.042363-0.45501i	-0.045256-0.4703i	-0.04815-0.48559i	-0.051043-0.50088i	-0.053936-0.51617i	-0.056776-0.5314i	-0.059609-0.54661i
-0.076145-0.342i	-0.079175-0.35751i	-0.082205-0.37303i	-0.085235-0.38854i	-0.088265-0.40406i	-0.091295-0.41957i	-0.094292-0.43508i	-0.097252-0.45057i	-0.10021-0.46606i	-0.10317-0.48155i	-0.10613-0.49704i	-0.10909-0.51253i	-0.11198-0.52796i	-0.11487-0.54338i
-0.13083-0.32765i	-0.13398-0.34335i	-0.13713-0.35905i	-0.14027-0.37475i	-0.14342-0.39045i	-0.14657-0.40615i	-0.14968-0.42184i	-0.15274-0.43752i	-0.1558-0.4532i	-0.15886-0.46888i	-0.16192-0.48456i	-0.16498-0.50024i	-0.16796-0.51586i	-0.17093-0.53148i
-0.18367-0.30392i	-0.18697-0.31978i	-0.19027-0.33563i	-0.19356-0.35149i	-0.19686-0.36735i	-0.20016-0.38321i	-0.20341-0.39906i	-0.20661-0.4149i	-0.20981-0.43075i	-0.21301-0.4466i	-0.21621-0.46244i	-0.21941-0.47829i	-0.22251-0.49408i	-0.2256-0.50986i
-0.23196-0.27075i	-0.23544-0.28673i	-0.23892-0.3027i	-0.2424-0.31868i	-0.24588-0.33466i	-0.24936-0.35064i	-0.25279-0.36661i	-0.25615-0.38259i	-0.25952-0.39856i	-0.26289-0.41454i	-0.26626-0.43051i	-0.26962-0.44649i	-0.27288-0.46242i	-0.27613-0.47834i
-0.27293-0.22913i	-0.27661-0.24518i	-0.28029-0.26123i	-0.28398-0.27728i	-0.28766-0.29333i	-0.29134-0.30938i	-0.29496-0.32543i	-0.29852-0.34149i	-0.30208-0.35754i	-0.30564-0.3736i	-0.3092-0.38966i	-0.31275-0.40572i	-0.3162-0.42174i	-0.31962-0.43776i
-0.30419-0.18109i	-0.30808-0.19716i	-0.31197-0.21323i	-0.31586-0.2293i	-0.31975-0.24536i	-0.32364-0.26143i	-0.32747-0.27751i	-0.33123-0.29359i	-0.33499-0.30968i	-0.33875-0.32577i	-0.34251-0.34186i	-0.34626-0.35794i	-0.3499-0.37401i	-0.35352-0.39007i
-0.32416-0.12952i	-0.32825-0.14555i	-0.33234-0.16157i	-0.33643-0.1776i	-0.34052-0.19363i	-0.34462-0.20966i	-0.34864-0.2257i	-0.3526-0.24177i	-0.35655-0.25783i	-0.36051-0.27389i	-0.36446-0.28995i	-0.36842-0.30601i	-0.37224-0.32206i	-0.37605-0.33811i
-0.33239-0.077697i	-0.33666-0.093635i	-0.34093-0.10957i	-0.3452-0.12551i	-0.34947-0.14145i	-0.35374-0.15739i	-0.35794-0.17335i	-0.36208-0.18933i	-0.36621-0.20532i	-0.37034-0.2213i	-0.37447-0.23729i	-0.37861-0.25327i	-0.38261-0.26926i	-0.38659-0.28524i
-0.32963-0.028872i	-0.33405-0.044677i	-0.33847-0.060482i	-0.34288-0.076288i	-0.3473-0.092093i	-0.35172-0.1079i	-0.35607-0.12373i	-0.36035-0.1396i	-0.36463-0.15546i	-0.36891-0.17132i	-0.37319-0.18719i	-0.37747-0.20305i	-0.38162-0.21892i	-0.38575-0.2348i
-0.31774+0.014275i	-0.32227-0.0013655i	-0.32679-0.017005i	-0.33131-0.032645i	-0.33584-0.048285i	-0.34036-0.063925i	-0.34482-0.079599i	-0.34921-0.095307i	-0.3536-0.11102i	-0.35799-0.12672i	-0.36238-0.14243i	-0.36678-0.15814i	-0.37104-0.17387i	-0.37528-0.1896i
-0.29929+0.049989i	-0.30388+0.034536i	-0.30847+0.019082i	-0.31306+0.0036287i	-0.31765-0.011825i	-0.32224-0.027278i	-0.32677-0.042768i	-0.33123-0.058298i	-0.33569-0.073828i	-0.34015-0.089358i	-0.34462-0.10489i	-0.34908-0.12042i	-0.35342-0.13597i	-0.35774-0.15153i
-0.27715+0.077632i	-0.28177+0.062378i	-0.28638+0.047123i	-0.291+0.031869i	-0.29561+0.016614i	-0.30023+0.0013599i	-0.30478-0.013934i	-0.30928-0.02927i	-0.31378-0.044606i	-0.31827-0.059942i	-0.32277-0.075278i	-0.32726-0.090613i	-0.33164-0.10598i	-0.33601-0.12135i
-0.25398+0.097638i	-0.25859+0.082589i	-0.26319+0.06754i	-0.2678+0.052491i	-0.2724+0.037442i	-0.27701+0.022393i	-0.28156+0.0073036i	-0.28605-0.0078288i	-0.29055-0.022961i	-0.29504-0.038094i	-0.29953-0.053226i	-0.30403-0.068358i	-0.30841-0.083525i	-0.31278-0.098697i
-0.23186+0.11127i	-0.23642+0.096428i	-0.24099+0.081588i	-0.24555+0.066749i	-0.25011+0.05191i	-0.25467+0.03707i	-0.25918+0.022191i	-0.26364+0.0072693i	-0.2681-0.0076524i	-0.27256-0.022574i	-0.27702-0.037496i	-0.28148-0.052417i	-0.28583-0.067373i	-0.29017-0.082334i
-0.21205+0.12023i	-0.21654+0.1056i	-0.22102+0.090977i	-0.22551+0.076352i	-0.23+0.061727i	-0.23449+0.047102i	-0.23893+0.032439i	-0.24332+0.017735i	-0.24771+0.0030309i	-0.2521-0.011673i	-0.25649-0.026377i	-0.26088-0.041081i	-0.26518-0.055817i	-0.26946-0.070557i
-0.19497+0.12627i	-0.19935+0.11186i	-0.20373+0.097456i	-0.20811+0.08305i	-0.21249+0.068644i	-0.21687+0.054239i	-0.22121+0.039798i	-0.2255+0.025319i	-0.22979+0.01084i	-0.23408-0.0036386i	-0.23836-0.018117i	-0.24265-0.032596i	-0.24685-0.047102i	-0.25103-0.061613i
